episode_count,total_steps,mean_reward,median_reward,min_reward,max_reward,std_reward,mean_episode_length,timesteps,train/approx_kl,train/clip_fraction,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/loss,train/explained_variance,train/learning_rate,eval_mean_reward,eval_std_reward
0,3296,0.0,0.0,0.0,0.0,0.0,0.0,3296,,,,,,,,,,
0,6592,0.0,0.0,0.0,0.0,0.0,0.0,6592,0.00022599629301112145,0.0,-6.437629699707031,4.186422181129456,-0.001454674761100705,0.9896655082702637,0.13626646995544434,9.374410314646429e-05,,
0,9888,0.0,0.0,0.0,0.0,0.0,0.0,9888,0.0002513569488655776,0.0,-6.437311840057373,6.289366912841797,-0.0009603018289794818,1.5072553157806396,0.18736612796783447,9.374410314646429e-05,,
0,13184,0.0,0.0,0.0,0.0,0.0,0.0,13184,0.00023390851856675,0.0,-6.437059688568115,2.7150327444076536,-0.0010836369157101622,0.5743305683135986,0.46361881494522095,9.374410314646429e-05,,
0,16480,0.0,0.0,0.0,0.0,0.0,0.0,16480,0.0005332219297997653,0.0,-6.436490488052368,0.30656038597226143,-0.0011617432218884005,-0.04121632128953934,0.4377477765083313,9.374410314646429e-05,,
0,19776,0.0,0.0,0.0,0.0,0.0,0.0,19776,0.00043286909931339324,0.0,-6.435795831680298,0.5306664913892746,-0.0011495335670119288,0.008661426603794098,-0.5651167631149292,9.374410314646429e-05,,
0,23072,0.0,0.0,0.0,0.0,0.0,0.0,23072,0.0004040220519527793,0.0,-6.434128189086914,0.3725431337952614,-0.0008607966938320999,-0.02205071598291397,-0.33828020095825195,9.374410314646429e-05,,
0,26368,0.0,0.0,0.0,0.0,0.0,0.0,26368,0.00047504360554739833,0.0,-6.432206296920777,0.2614884927868843,-0.0012141487014762475,-0.03142206370830536,0.5676480531692505,9.374410314646429e-05,,
0,29664,0.0,0.0,0.0,0.0,0.0,0.0,29664,0.0005286604282446206,0.0,-6.428188180923462,0.36918591260910033,-0.0010917822166781831,-0.014527905732393265,-4.8386664390563965,9.374410314646429e-05,,
0,32960,0.0,0.0,0.0,0.0,0.0,0.0,32960,0.0009776634396985173,0.0,-6.425728416442871,0.28250573873519896,-0.0026850807296849412,-0.040269091725349426,-0.02462446689605713,9.374410314646429e-05,,
0,36256,0.0,0.0,0.0,0.0,0.0,0.0,36256,0.001319413655437529,0.0,-6.415830802917481,0.11390261836349964,-0.002186645263635256,-0.0623028427362442,0.5284870862960815,9.374410314646429e-05,,
0,39552,0.0,0.0,0.0,0.0,0.0,0.0,39552,0.0009790267795324326,0.0,-6.407042360305786,0.638958477973938,-0.0013564171262189007,0.03750248998403549,-0.08545947074890137,9.374410314646429e-05,,
1,42848,41252.31740914515,41252.31740914515,41252.31740914515,41252.31740914515,0.0,42187.0,42848,0.0001807919325074181,0.0,-6.428915739059448,1.5130847632884978,-0.0005922027741846137,0.2246703803539276,0.22685247659683228,9.374410314646429e-05,,
1,46144,41252.31740914515,41252.31740914515,41252.31740914515,41252.31740914515,0.0,42187.0,46144,0.00012555299326777458,0.0,-6.399839735031128,3.0089098453521728,-0.0006124784016648732,0.770866870880127,0.41236424446105957,9.374410314646429e-05,,
1,49440,41252.31740914515,41252.31740914515,41252.31740914515,41252.31740914515,0.0,42187.0,49440,0.00010828814993146807,0.0,-6.410951042175293,8.818784952163696,-0.00013401270880990522,2.006572961807251,0.6688035726547241,9.374410314646429e-05,,
1,52736,41252.31740914515,41252.31740914515,41252.31740914515,41252.31740914515,0.0,42187.0,52736,2.294813202752266e-05,0.0,-6.404298782348633,7.262673616409302,-3.7817945803908513e-05,1.4216699600219727,-0.041433095932006836,9.374410314646429e-05,111557.60493860001,2385.5355308137637
2,56032,26726.848693147218,26726.848693147218,12201.379977149283,41252.31740914515,14525.468715997933,26368.5,56032,2.2684595023747534e-05,0.0,-6.406749296188354,5.338955402374268,-0.0001324304262283249,0.9107130169868469,-0.0579986572265625,9.374410314646429e-05,,
2,59328,26726.848693147218,26726.848693147218,12201.379977149283,41252.31740914515,14525.468715997933,26368.5,59328,1.2620162124221679e-05,0.0,-6.400360822677612,6.306406116485595,-0.000146526706125627,1.4364420175552368,-0.5226514339447021,9.374410314646429e-05,,
2,62624,26726.848693147218,26726.848693147218,12201.379977149283,41252.31740914515,14525.468715997933,26368.5,62624,1.6767711713328026e-05,0.0,-6.406782722473144,5.554442143440246,-0.00012385081309389533,1.1301684379577637,-0.22592484951019287,9.374410314646429e-05,,
2,65920,26726.848693147218,26726.848693147218,12201.379977149283,41252.31740914515,14525.468715997933,26368.5,65920,1.4205653315002564e-05,0.0,-6.413632154464722,4.324968791007995,-0.00010104551186671529,0.7934324145317078,-0.09681141376495361,9.374410314646429e-05,,
2,69216,26726.848693147218,26726.848693147218,12201.379977149283,41252.31740914515,14525.468715997933,26368.5,69216,9.776988008525223e-06,0.0,-6.420629215240479,4.624501800537109,-0.00011771792685806304,0.9786534309387207,-1.4046359062194824,9.374410314646429e-05,,
2,72512,26726.848693147218,26726.848693147218,12201.379977149283,41252.31740914515,14525.468715997933,26368.5,72512,4.9236979975830764e-05,0.0,-6.417816019058227,2.7925612807273863,-0.0002991136177627141,0.4380314350128174,-1.5170049667358398,9.374410314646429e-05,,
2,75808,26726.848693147218,26726.848693147218,12201.379977149283,41252.31740914515,14525.468715997933,26368.5,75808,0.00013820966705679893,0.0,-6.420115280151367,2.1134487628936767,-0.0005714518694531989,0.2974292039871216,-0.8002588748931885,9.374410314646429e-05,,
2,79104,26726.848693147218,26726.848693147218,12201.379977149283,41252.31740914515,14525.468715997933,26368.5,79104,0.0001572486071381718,0.0,-6.427765798568726,1.9507942080497742,-0.0006375856618433317,0.27266499400138855,0.6398954391479492,9.374410314646429e-05,,
2,82400,26726.848693147218,26726.848693147218,12201.379977149283,41252.31740914515,14525.468715997933,26368.5,82400,0.00022949723643250763,0.0,-6.433204174041748,1.2425795495510101,-0.0006562801884882674,0.13914722204208374,-0.7999907732009888,9.374410314646429e-05,,
2,85696,26726.848693147218,26726.848693147218,12201.379977149283,41252.31740914515,14525.468715997933,26368.5,85696,0.00019304787565488368,0.0,-6.433610439300537,2.007483696937561,-0.0006433419553076192,0.35599175095558167,0.2208564281463623,9.374410314646429e-05,,
2,88992,26726.848693147218,26726.848693147218,12201.379977149283,41252.31740914515,14525.468715997933,26368.5,88992,0.00011822210217360407,0.0,-6.410290241241455,1.6899866580963134,-0.0004692220899187305,0.23896780610084534,-0.06393277645111084,9.374410314646429e-05,,
